DT,CUST_ID,PROD_ID,PROD_AGE,PROD_TYPE,PRICE,QUANTITY,REVENUE
20-02-2006,R003SE,CHEL014,11-20,Plants,275.90,1,275.90
20-02-2006,W002UK,SAMI008,6-10,Plants,95.54,7,668.80
21-02-2006,W008US,SERE013,1-2,Plants,6.91,110,759.85
23-02-2006,R003SE,LIAU017,0,Seeds,0.47,30,14.04
23-02-2006,W006PL,ARCA006,11-20,Plants,213.97,1,213.97
23-02-2006,W004NL,SERE013,1-2,Plants,6.91,25,172.69
23-02-2006,R004UK,NARI005,0,Seeds,0.32,30,9.72
24-02-2006,W015GR,CHEL014,0,Seeds,0.44,600,264.86
24-02-2006,R003SE,RORE020,21-100,Plants,636.71,1,636.71
24-02-2006,R003SE,PHRO012,0,Seeds,0.42,40,16.86
24-02-2006,W002UK,HOBE016,6-10,Plants,117.63,3,352.88
24-02-2006,W010AU,TRFO004,6-10,Plants,77.60,29,2250.54
25-02-2006,W008US,SAMI008,0,Seeds,0.37,170,63.45
28-02-2006,W004NL,MUAC021,6-10,Plants,127.62,6,765.75
01-03-2006,R003SE,HOBE016,0,Seeds,0.46,30,13.78
01-03-2006,R002UK,LIAU017,1-2,Plants,7.49,4,29.95
02-03-2006,R003SE,SERE013,0,Seeds,0.43,20,8.63
02-03-2006,R001UK,RHHY001,3-5,Plants,16.20,1,16.20
02-03-2006,R002UK,NARI005,0,Seeds,0.32,10,3.24
02-03-2006,W006PL,RORE020,0,Seeds,0.49,260,127.74
03-03-2006,W002UK,CHHU007,0,Seeds,0.36,140,50.20
03-03-2006,R004UK,RHHY001,0,Seeds,0.20,20,4.00
03-03-2006,R002UK,HOBE016,3-5,Plants,37.22,1,37.22
06-03-2006,R001UK,MUAC021,1-2,Plants,7.98,2,15.95
06-03-2006,W007GE,PHRO012,0,Seeds,0.42,240,101.16
06-03-2006,W001UK,CHHU007,0,Seeds,0.36,190,68.13
07-03-2006,R004UK,CHHU007,0,Seeds,0.36,10,3.59
08-03-2006,W009PL,RHHY001,1-2,Plants,3.20,40,128.00
08-03-2006,W007GE,TRTA018,0,Seeds,0.48,50,23.80
09-03-2006,W004NL,RHHY001,0,Seeds,0.20,90,18.00
09-03-2006,W008US,ARCA006,0,Seeds,0.34,1540,527.23
09-03-2006,W002UK,SERE013,0,Seeds,0.43,250,107.93
11-03-2006,W005ES,SYRO011,11-20,Plants,256.64,34,8725.83
13-03-2006,W004NL,SAMI008,0,Seeds,0.37,670,250.05
13-03-2006,W002UK,CHEL014,1-2,Plants,7.06,7,49.44
14-03-2006,W005ES,SAMI008,3-5,Plants,30.23,24,725.53
16-03-2006,W010AU,TRTA018,21-100,Plants,616.90,4,2467.61
16-03-2006,R004UK,TRTA018,11-20,Plants,297.50,1,297.50
17-03-2006,W002UK,CONU019,11-20,Plants,302.37,6,1814.21
17-03-2006,W002UK,RORE020,0,Seeds,0.49,80,39.30
17-03-2006,W003IT,SYRO011,1-2,Plants,6.57,135,886.95
20-03-2006,R005IE,SAMI008,11-20,Plants,233.26,1,233.26
21-03-2006,W002UK,CHMI015,3-5,Plants,36.50,12,438.05
21-03-2006,W004NL,TRTA018,0,Seeds,0.48,190,90.44
21-03-2006,W001UK,SAMI008,0,Seeds,0.37,470,175.41
22-03-2006,R005IE,CHMI015,3-5,Plants,36.50,2,73.01
23-03-2006,W009PL,LIAU017,1-2,Plants,7.49,30,224.60
23-03-2006,R001UK,MUAC021,0,Seeds,0.50,10,4.99
23-03-2006,W014FI,CONU019,0,Seeds,0.48,10,4.84
23-03-2006,R003SE,TRTA018,0,Seeds,0.48,30,14.28
24-03-2006,R002UK,CHHU007,1-2,Plants,5.74,2,11.47
24-03-2006,W005ES,HOBE016,21-100,Plants,595.49,10,5954.85
24-03-2006,W002UK,MUBA009,1-2,Plants,6.19,25,154.65
25-03-2006,R002UK,SYRO011,3-5,Plants,33.26,1,33.26
27-03-2006,W011NL,SAMI008,0,Seeds,0.37,1140,425.46
27-03-2006,R004UK,YUEL002,0,Seeds,0.25,60,14.77
27-03-2006,W004NL,PHRO012,11-20,Plants,263.43,6,1580.58
27-03-2006,R003SE,SERE013,1-2,Plants,6.91,2,13.82
28-03-2006,W002UK,MUBA009,11-20,Plants,241.65,7,1691.53
28-03-2006,W001UK,CYRE010,21-100,Plants,517.17,5,2585.86
29-03-2006,R004UK,RORE020,0,Seeds,0.49,40,19.65
29-03-2006,R005IE,SERE013,0,Seeds,0.43,10,4.32
29-03-2006,W006PL,ARCA006,6-10,Plants,87.64,3,262.93
29-03-2006,W008US,TRTA018,21-100,Plants,616.90,13,8019.74
29-03-2006,R001UK,SERE013,0,Seeds,0.43,20,8.63
30-03-2006,W002UK,LIAU017,0,Seeds,0.47,250,116.98
30-03-2006,W006PL,CYRE010,3-5,Plants,32.32,24,775.76
30-03-2006,R004UK,CHEL014,0,Seeds,0.44,10,4.41
01-04-2006,W008US,YUEL002,6-10,Plants,63.03,3,189.10
03-04-2006,R005IE,ARCA006,0,Seeds,0.34,10,3.42
03-04-2006,R003SE,ARCA006,0,Seeds,0.34,30,10.27
03-04-2006,W005ES,SYRO011,6-10,Plants,105.12,5,525.60
03-04-2006,W001UK,PHRO012,0,Seeds,0.42,170,71.65
04-04-2006,W005ES,YUEL002,21-100,Plants,319.11,41,13083.62
04-04-2006,W005ES,CYRE010,0,Seeds,0.40,1300,518.77
05-04-2006,W008US,SYRO011,0,Seeds,0.41,1160,476.33
06-04-2006,R005IE,MUAC021,0,Seeds,0.50,30,14.96
06-04-2006,W001UK,PHRO012,3-5,Plants,34.14,8,273.12
06-04-2006,W004NL,CHMI015,0,Seeds,0.45,160,72.11
06-04-2006,W004NL,NARI005,0,Seeds,0.32,10,3.24
07-04-2006,W007GE,SYRO011,0,Seeds,0.41,60,24.64
07-04-2006,W005ES,YUEL002,21-100,Plants,319.11,16,5105.80
10-04-2006,W001UK,TRTA018,0,Seeds,0.48,70,33.32
10-04-2006,W007GE,TRFO004,3-5,Plants,24.55,3,73.66
10-04-2006,R001UK,SAMI008,0,Seeds,0.37,40,14.93
10-04-2006,W002UK,HOBE016,21-100,Plants,595.49,3,1786.46
10-04-2006,R002UK,SYRO011,21-100,Plants,532.17,1,532.17
10-04-2006,W013NO,MUBA009,6-10,Plants,98.98,1,98.98
12-04-2006,R002UK,NARI005,6-10,Plants,82.98,1,82.98
13-04-2006,W006PL,HOBE016,6-10,Plants,117.63,12,1411.52
14-04-2006,W001UK,SYRO011,0,Seeds,0.41,190,78.02
15-04-2006,W010AU,LOMA022,0,Seeds,0.51,680,343.77
19-04-2006,W001UK,CHMI015,0,Seeds,0.45,140,63.09
20-04-2006,R004UK,CYRE010,11-20,Plants,249.41,1,249.41
20-04-2006,W005ES,CHMI015,0,Seeds,0.45,1670,752.62
20-04-2006,R003SE,ARCA006,0,Seeds,0.34,30,10.27
22-04-2006,W003IT,MUAC021,0,Seeds,0.50,780,388.86
24-04-2006,W010AU,ARCA006,11-20,Plants,213.97,8,1711.77
24-04-2006,R002UK,TRTA018,1-2,Plants,7.62,2,15.23
25-04-2006,W007GE,SAMI008,6-10,Plants,95.54,10,955.43
25-04-2006,R002UK,MUAC021,21-100,Plants,646.10,1,646.10
25-04-2006,W002UK,SYRO011,21-100,Plants,532.17,4,2128.69
26-04-2006,W005ES,MUBA009,21-100,Plants,501.08,3,1503.24
26-04-2006,W005ES,TRFO004,6-10,Plants,77.60,58,4501.07
26-04-2006,W006PL,CHHU007,0,Seeds,0.36,90,32.27
27-04-2006,W010AU,MUAC021,1-2,Plants,7.98,157,1252.32
27-04-2006,R001UK,TRTA018,11-20,Plants,297.50,1,297.50
28-04-2006,W002UK,RORE020,6-10,Plants,125.77,2,251.54
28-04-2006,R005IE,SYRO011,0,Seeds,0.41,20,8.21
01-05-2006,W007GE,SAMI008,0,Seeds,0.37,340,126.89
01-05-2006,W004NL,HOBE016,0,Seeds,0.46,190,87.30
02-05-2006,R004UK,SYRO011,3-5,Plants,33.26,1,33.26
02-05-2006,R004UK,TRFO004,0,Seeds,0.30,10,3.03
02-05-2006,R002UK,SYRO011,0,Seeds,0.41,10,4.11
03-05-2006,W004NL,TRFO004,0,Seeds,0.30,120,36.38
03-05-2006,W001UK,CHHU007,0,Seeds,0.36,160,57.37
03-05-2006,W004NL,YUEL002,3-5,Plants,19.94,5,99.72
03-05-2006,W002UK,RORE020,0,Seeds,0.49,120,58.95
04-05-2006,W016PT,WAFI003,21-100,Plants,360.39,8,2883.11
04-05-2006,W009PL,PHRO012,0,Seeds,0.42,520,219.17
05-05-2006,W004NL,CONU019,3-5,Plants,39.19,2,78.37
05-05-2006,R003SE,CHEL014,0,Seeds,0.44,60,26.49
05-05-2006,W004NL,SERE013,11-20,Plants,269.83,1,269.83
05-05-2006,W010AU,CHMI015,21-100,Plants,584.07,3,1752.20
08-05-2006,W004NL,TRTA018,0,Seeds,0.48,80,38.08
09-05-2006,W009PL,MUBA009,3-5,Plants,31.32,11,344.49
10-05-2006,R005IE,CHEL014,0,Seeds,0.44,50,22.07
11-05-2006,W002UK,NARI005,21-100,Plants,420.07,3,1260.22
11-05-2006,W002UK,MUAC021,0,Seeds,0.50,110,54.84
11-05-2006,R001UK,LIAU017,0,Seeds,0.47,30,14.04
13-05-2006,W002UK,PHRO012,11-20,Plants,263.43,4,1053.72
15-05-2006,W006PL,WAFI003,3-5,Plants,22.52,2,45.05
15-05-2006,W005ES,YUEL002,0,Seeds,0.25,900,221.61
16-05-2006,W002UK,CHEL014,6-10,Plants,113.01,4,452.03
16-05-2006,R004UK,TRFO004,3-5,Plants,24.55,1,24.55
16-05-2006,W010AU,CHMI015,1-2,Plants,7.21,120,865.28
17-05-2006,R001UK,MUBA009,11-20,Plants,241.65,1,241.65
17-05-2006,W001UK,RORE020,0,Seeds,0.49,230,113.00
17-05-2006,W007GE,YUEL002,21-100,Plants,319.11,2,638.23
17-05-2006,W012UK,CHMI015,0,Seeds,0.45,210,94.64
18-05-2006,R001UK,CYRE010,0,Seeds,0.40,10,3.99
18-05-2006,W003IT,CHMI015,0,Seeds,0.45,1790,806.70
19-05-2006,R004UK,CONU019,11-20,Plants,302.37,1,302.37
19-05-2006,R003SE,WAFI003,0,Seeds,0.28,20,5.56
19-05-2006,R005IE,TRFO004,21-100,Plants,392.87,1,392.87
22-05-2006,R002UK,LIAU017,0,Seeds,0.47,20,9.36
22-05-2006,W003IT,RHHY001,0,Seeds,0.20,450,90.00
22-05-2006,W009PL,YUEL002,1-2,Plants,3.94,105,413.66
23-05-2006,W003IT,CHHU007,21-100,Plants,464.69,1,464.69
23-05-2006,R001UK,HOBE016,6-10,Plants,117.63,1,117.63
24-05-2006,W004NL,YUEL002,1-2,Plants,3.94,1,3.94
24-05-2006,W012UK,LOMA022,0,Seeds,0.51,60,30.33
24-05-2006,W004NL,LIAU017,3-5,Plants,37.90,12,454.81
24-05-2006,R001UK,YUEL002,0,Seeds,0.25,10,2.46
24-05-2006,R004UK,CHHU007,21-100,Plants,464.69,1,464.69
24-05-2006,W012UK,HOBE016,11-20,Plants,287.17,4,1148.70
26-05-2006,W002UK,WAFI003,0,Seeds,0.28,10,2.78
26-05-2006,W002UK,YUEL002,0,Seeds,0.25,190,46.78
26-05-2006,R005IE,MUAC021,1-2,Plants,7.98,3,23.93
26-05-2006,R001UK,WAFI003,21-100,Plants,360.39,1,360.39
26-05-2006,W003IT,CHEL014,6-10,Plants,113.01,41,4633.32
29-05-2006,W003IT,RORE020,0,Seeds,0.49,940,461.81
29-05-2006,W003IT,SYRO011,0,Seeds,0.41,540,221.74
29-05-2006,R005IE,CYRE010,21-100,Plants,517.17,1,517.17
29-05-2006,W004NL,SERE013,11-20,Plants,269.83,2,539.66
29-05-2006,R002UK,HOBE016,6-10,Plants,117.63,1,117.63
29-05-2006,W014FI,CONU019,0,Seeds,0.48,320,154.81
30-05-2006,R001UK,CHMI015,0,Seeds,0.45,30,13.52
30-05-2006,W012UK,CHMI015,21-100,Plants,584.07,2,1168.13
31-05-2006,W008US,RORE020,0,Seeds,0.49,380,186.69
31-05-2006,R004UK,CHHU007,11-20,Plants,224.10,1,224.10
31-05-2006,R002UK,CHEL014,11-20,Plants,275.90,1,275.90
01-06-2006,W008US,TRFO004,21-100,Plants,392.87,13,5107.36
02-06-2006,W002UK,CYRE010,21-100,Plants,517.17,3,1551.52
02-06-2006,W007GE,YUEL002,0,Seeds,0.25,80,19.70
05-06-2006,R003SE,TRFO004,0,Seeds,0.30,10,3.03
06-06-2006,R001UK,MUBA009,1-2,Plants,6.19,2,12.37
06-06-2006,W010AU,RORE020,6-10,Plants,125.77,53,6665.84
06-06-2006,R005IE,SERE013,6-10,Plants,110.52,1,110.52
07-06-2006,W001UK,HOBE016,0,Seeds,0.46,170,78.11
07-06-2006,W012UK,PHRO012,0,Seeds,0.42,20,8.43
07-06-2006,W002UK,SYRO011,0,Seeds,0.41,20,8.21
07-06-2006,W002UK,CHMI015,21-100,Plants,584.07,2,1168.13
07-06-2006,W003IT,SERE013,0,Seeds,0.43,840,362.65
07-06-2006,W001UK,NARI005,0,Seeds,0.32,170,55.10
07-06-2006,W009PL,YUEL002,11-20,Plants,153.89,17,2616.18
08-06-2006,R002UK,RHHY001,3-5,Plants,16.20,2,32.40
08-06-2006,R001UK,LIAU017,0,Seeds,0.47,20,9.36
09-06-2006,W004NL,WAFI003,21-100,Plants,360.39,2,720.78
09-06-2006,W011NL,CONU019,3-5,Plants,39.19,115,4506.50
10-06-2006,W010AU,SERE013,21-100,Plants,559.52,18,10071.42
10-06-2006,R005IE,CHHU007,0,Seeds,0.36,30,10.76
12-06-2006,W006PL,WAFI003,6-10,Plants,71.19,4,284.75
12-06-2006,R002UK,SERE013,1-2,Plants,6.91,1,6.91
12-06-2006,W003IT,CHEL014,3-5,Plants,35.76,5,178.78
13-06-2006,R004UK,CHEL014,6-10,Plants,113.01,1,113.01
15-06-2006,R003SE,RORE020,11-20,Plants,307.06,1,307.06
15-06-2006,W002UK,PHRO012,6-10,Plants,107.90,11,1186.91
15-06-2006,W005ES,TRTA018,0,Seeds,0.48,440,209.44
15-06-2006,W006PL,PHRO012,1-2,Plants,6.74,9,60.69
16-06-2006,W001UK,TRTA018,0,Seeds,0.48,100,47.60
19-06-2006,W008US,HOBE016,11-20,Plants,287.17,4,1148.70
19-06-2006,W005ES,SYRO011,1-2,Plants,6.57,115,755.55
19-06-2006,W004NL,LIAU017,21-100,Plants,606.41,1,606.41
19-06-2006,W004NL,CHHU007,1-2,Plants,5.74,10,57.37
20-06-2006,W005ES,TRTA018,0,Seeds,0.48,250,119.00
20-06-2006,W004NL,SERE013,0,Seeds,0.43,20,8.63
20-06-2006,R002UK,HOBE016,0,Seeds,0.46,10,4.59
20-06-2006,W003IT,PHRO012,3-5,Plants,34.14,44,1502.18
21-06-2006,R003SE,NARI005,1-2,Plants,5.19,4,20.74
21-06-2006,W002UK,PHRO012,0,Seeds,0.42,280,118.02
21-06-2006,R001UK,CHMI015,0,Seeds,0.45,10,4.51
22-06-2006,W011NL,RHHY001,0,Seeds,0.20,1280,256.00
23-06-2006,W004NL,PHRO012,0,Seeds,0.42,100,42.15
23-06-2006,W002UK,YUEL002,21-100,Plants,319.11,6,1914.68
24-06-2006,W004NL,RORE020,11-20,Plants,307.06,5,1535.29
26-06-2006,R001UK,ARCA006,0,Seeds,0.34,20,6.85
26-06-2006,W002UK,LOMA022,3-5,Plants,40.95,4,163.80
26-06-2006,W004NL,CHEL014,3-5,Plants,35.76,2,71.51
26-06-2006,R005IE,SYRO011,21-100,Plants,532.17,1,532.17
27-06-2006,W016PT,MUAC021,6-10,Plants,127.62,12,1531.50
27-06-2006,R004UK,SYRO011,21-100,Plants,532.17,1,532.17
27-06-2006,W004NL,RORE020,1-2,Plants,7.86,43,338.01
28-06-2006,R004UK,WAFI003,6-10,Plants,71.19,1,71.19
28-06-2006,W002UK,NARI005,1-2,Plants,5.19,9,46.67
28-06-2006,W004NL,YUEL002,6-10,Plants,63.03,10,630.35
28-06-2006,W009PL,SYRO011,0,Seeds,0.41,1610,661.11
29-06-2006,W011NL,HOBE016,11-20,Plants,287.17,8,2297.40
30-06-2006,W012UK,MUAC021,6-10,Plants,127.62,11,1403.87
30-06-2006,R005IE,RORE020,0,Seeds,0.49,10,4.91
04-07-2006,R004UK,CHEL014,1-2,Plants,7.06,1,7.06
05-07-2006,W001UK,CHHU007,0,Seeds,0.36,150,53.78
05-07-2006,W002UK,PHRO012,6-10,Plants,107.90,3,323.70
05-07-2006,R001UK,MUBA009,21-100,Plants,501.08,1,501.08
05-07-2006,W006PL,PHRO012,0,Seeds,0.42,250,105.37
06-07-2006,W003IT,MUAC021,0,Seeds,0.50,1420,707.92
06-07-2006,R001UK,CYRE010,11-20,Plants,249.41,1,249.41
06-07-2006,W003IT,HOBE016,0,Seeds,0.46,380,174.60
07-07-2006,R004UK,LIAU017,0,Seeds,0.47,10,4.68
07-07-2006,R005IE,LIAU017,0,Seeds,0.47,40,18.72
07-07-2006,W004NL,ARCA006,0,Seeds,0.34,230,78.74
07-07-2006,R005IE,PHRO012,0,Seeds,0.42,20,8.43
07-07-2006,R005IE,YUEL002,0,Seeds,0.25,20,4.92
07-07-2006,R002UK,NARI005,0,Seeds,0.32,10,3.24
08-07-2006,R003SE,SAMI008,3-5,Plants,30.23,1,30.23
10-07-2006,W007GE,LIAU017,3-5,Plants,37.90,4,151.60
10-07-2006,W013NO,SAMI008,1-2,Plants,5.97,12,71.66
10-07-2006,R004UK,TRFO004,0,Seeds,0.30,20,6.06
11-07-2006,W003IT,SERE013,6-10,Plants,110.52,7,773.66
12-07-2006,R002UK,WAFI003,0,Seeds,0.28,20,5.56
13-07-2006,W008US,TRTA018,1-2,Plants,7.62,101,769.22
13-07-2006,R003SE,SERE013,0,Seeds,0.43,50,21.59
14-07-2006,R002UK,MUAC021,1-2,Plants,7.98,1,7.98
14-07-2006,W010AU,TRFO004,21-100,Plants,392.87,18,7071.73
14-07-2006,R004UK,TRTA018,6-10,Plants,121.86,2,243.71
14-07-2006,W008US,TRTA018,0,Seeds,0.48,870,414.12
18-07-2006,W007GE,CYRE010,0,Seeds,0.40,100,39.91
18-07-2006,R005IE,MUBA009,0,Seeds,0.39,10,3.87
19-07-2006,R005IE,CHHU007,0,Seeds,0.36,10,3.59
19-07-2006,W007GE,RHHY001,0,Seeds,0.20,100,20.00
19-07-2006,W003IT,MUAC021,11-20,Plants,311.58,4,1246.34
19-07-2006,W012UK,LIAU017,0,Seeds,0.47,70,32.75
20-07-2006,R003SE,NARI005,0,Seeds,0.32,30,9.72
21-07-2006,R005IE,NARI005,21-100,Plants,420.07,1,420.07
21-07-2006,R002UK,CHHU007,6-10,Plants,91.79,1,91.79
21-07-2006,R005IE,WAFI003,6-10,Plants,71.19,1,71.19
23-07-2006,W009PL,CHMI015,3-5,Plants,36.50,2,73.01
24-07-2006,R002UK,YUEL002,6-10,Plants,63.03,1,63.03
24-07-2006,R001UK,SAMI008,0,Seeds,0.37,30,11.20
24-07-2006,R001UK,SYRO011,0,Seeds,0.41,20,8.21
24-07-2006,R001UK,ARCA006,3-5,Plants,27.73,2,55.46
24-07-2006,W004NL,CONU019,0,Seeds,0.48,170,82.24
24-07-2006,W003IT,MUBA009,21-100,Plants,501.08,2,1002.16
25-07-2006,W015GR,LIAU017,0,Seeds,0.47,1830,856.28
25-07-2006,W005ES,MUAC021,6-10,Plants,127.62,31,3956.37
26-07-2006,R002UK,YUEL002,0,Seeds,0.25,20,4.92
26-07-2006,W006PL,CONU019,3-5,Plants,39.19,3,117.56
27-07-2006,R005IE,SYRO011,21-100,Plants,532.17,1,532.17
28-07-2006,R005IE,ARCA006,3-5,Plants,27.73,2,55.46
28-07-2006,W009PL,CYRE010,3-5,Plants,32.32,32,1034.34
28-07-2006,R001UK,LIAU017,0,Seeds,0.47,30,14.04
01-08-2006,R003SE,RHHY001,0,Seeds,0.20,20,4.00
01-08-2006,R001UK,HOBE016,6-10,Plants,117.63,1,117.63
01-08-2006,R005IE,CHMI015,6-10,Plants,115.37,1,115.37
01-08-2006,W001UK,SAMI008,0,Seeds,0.37,150,55.98
03-08-2006,W005ES,MUBA009,3-5,Plants,31.32,15,469.76
03-08-2006,W010AU,MUBA009,11-20,Plants,241.65,15,3624.72
07-08-2006,R003SE,SAMI008,3-5,Plants,30.23,2,60.46
07-08-2006,R002UK,CHEL014,6-10,Plants,113.01,1,113.01
08-08-2006,R001UK,RORE020,0,Seeds,0.49,20,9.83
09-08-2006,W011NL,RORE020,11-20,Plants,307.06,38,11668.17
09-08-2006,W002UK,ARCA006,21-100,Plants,443.69,3,1331.07
10-08-2006,W001UK,CHHU007,0,Seeds,0.36,300,107.57
10-08-2006,R001UK,LOMA022,3-5,Plants,40.95,1,40.95
10-08-2006,W002UK,HOBE016,11-20,Plants,287.17,1,287.17
14-08-2006,W014FI,LIAU017,0,Seeds,0.47,150,70.19
14-08-2006,W011NL,MUAC021,0,Seeds,0.50,720,358.95
15-08-2006,R001UK,MUAC021,11-20,Plants,311.58,1,311.58
15-08-2006,W012UK,CHHU007,0,Seeds,0.36,50,17.93
15-08-2006,R002UK,LIAU017,0,Seeds,0.47,10,4.68
15-08-2006,R005IE,TRTA018,3-5,Plants,38.56,1,38.56
16-08-2006,W008US,CHHU007,11-20,Plants,224.10,1,224.10
17-08-2006,R001UK,TRFO004,0,Seeds,0.30,20,6.06
18-08-2006,W005ES,WAFI003,0,Seeds,0.28,450,125.14
18-08-2006,R005IE,CHEL014,6-10,Plants,113.01,1,113.01
18-08-2006,R005IE,RORE020,3-5,Plants,39.79,1,39.79
18-08-2006,W004NL,CHMI015,0,Seeds,0.45,50,22.53
21-08-2006,W006PL,SYRO011,1-2,Plants,6.57,5,32.85
21-08-2006,W007GE,SERE013,0,Seeds,0.43,80,34.54
22-08-2006,W014FI,RORE020,0,Seeds,0.49,130,63.87
23-08-2006,W001UK,TRTA018,6-10,Plants,121.86,3,365.57
23-08-2006,W003IT,SERE013,3-5,Plants,34.97,60,2098.21
24-08-2006,R003SE,SAMI008,0,Seeds,0.37,20,7.46
25-08-2006,W002UK,MUAC021,0,Seeds,0.50,350,174.49
25-08-2006,R005IE,CHMI015,6-10,Plants,115.37,1,115.37
25-08-2006,R004UK,SERE013,0,Seeds,0.43,40,17.27
30-08-2006,R002UK,WAFI003,0,Seeds,0.28,20,5.56
30-08-2006,W001UK,LOMA022,11-20,Plants,315.96,2,631.93
30-08-2006,R004UK,SYRO011,0,Seeds,0.41,20,8.21
30-08-2006,W015GR,CHEL014,0,Seeds,0.44,720,317.83
30-08-2006,R005IE,CHHU007,21-100,Plants,464.69,1,464.69
30-08-2006,W006PL,SYRO011,0,Seeds,0.41,200,82.13
31-08-2006,R004UK,TRTA018,0,Seeds,0.48,10,4.76
31-08-2006,W006PL,CHMI015,1-2,Plants,7.21,3,21.63
01-09-2006,W004NL,MUBA009,0,Seeds,0.39,120,46.40
01-09-2006,R003SE,SAMI008,0,Seeds,0.37,10,3.73
02-09-2006,W001UK,RHHY001,11-20,Plants,125.00,10,1250.00
04-09-2006,W009PL,YUEL002,0,Seeds,0.25,890,219.14
05-09-2006,W010AU,CHEL014,21-100,Plants,572.10,8,4576.82
05-09-2006,W008US,CHMI015,0,Seeds,0.45,740,333.49
06-09-2006,W004NL,TRFO004,0,Seeds,0.30,80,24.25
06-09-2006,W002UK,MUBA009,0,Seeds,0.39,80,30.93
06-09-2006,W007GE,CHHU007,0,Seeds,0.36,130,46.61
06-09-2006,R003SE,HOBE016,0,Seeds,0.46,20,9.19
07-09-2006,W009PL,TRFO004,6-10,Plants,77.60,24,1862.51
08-09-2006,W002UK,TRTA018,0,Seeds,0.48,320,152.32
08-09-2006,R003SE,RHHY001,0,Seeds,0.20,10,2.00
08-09-2006,R001UK,TRFO004,0,Seeds,0.30,40,12.13
08-09-2006,W007GE,TRTA018,11-20,Plants,297.50,4,1190.01
08-09-2006,W006PL,CYRE010,1-2,Plants,6.38,19,121.31
11-09-2006,R003SE,LIAU017,0,Seeds,0.47,10,4.68
12-09-2006,R005IE,CYRE010,1-2,Plants,6.38,2,12.77
12-09-2006,W008US,CHEL014,1-2,Plants,7.06,22,155.39
12-09-2006,W008US,CONU019,6-10,Plants,123.85,17,2105.45
12-09-2006,W007GE,HOBE016,0,Seeds,0.46,130,59.73
13-09-2006,W003IT,ARCA006,6-10,Plants,87.64,22,1928.14
13-09-2006,R003SE,SYRO011,6-10,Plants,105.12,1,105.12
13-09-2006,R003SE,CONU019,3-5,Plants,39.19,1,39.19
14-09-2006,W003IT,CYRE010,6-10,Plants,102.16,39,3984.14
15-09-2006,W001UK,ARCA006,3-5,Plants,27.73,8,221.85
18-09-2006,R003SE,NARI005,0,Seeds,0.32,30,9.72
18-09-2006,W008US,TRTA018,0,Seeds,0.48,510,242.76
19-09-2006,W007GE,YUEL002,6-10,Plants,63.03,1,63.03
19-09-2006,W005ES,CHEL014,21-100,Plants,572.10,17,9725.73
19-09-2006,R002UK,YUEL002,21-100,Plants,319.11,1,319.11
19-09-2006,R001UK,TRFO004,21-100,Plants,392.87,1,392.87
20-09-2006,R002UK,MUBA009,11-20,Plants,241.65,1,241.65
21-09-2006,R003SE,NARI005,3-5,Plants,26.25,1,26.25
22-09-2006,W008US,WAFI003,0,Seeds,0.28,780,216.90
22-09-2006,R002UK,HOBE016,0,Seeds,0.46,10,4.59
22-09-2006,W001UK,MUAC021,1-2,Plants,7.98,21,167.51
26-09-2006,R001UK,PHRO012,11-20,Plants,263.43,1,263.43
26-09-2006,W014FI,CHMI015,0,Seeds,0.45,280,126.19
26-09-2006,W008US,TRTA018,21-100,Plants,616.90,4,2467.61
28-09-2006,W004NL,TRTA018,3-5,Plants,38.56,3,115.67
28-09-2006,W008US,YUEL002,3-5,Plants,19.94,21,418.84
29-09-2006,W007GE,CONU019,0,Seeds,0.48,80,38.70
29-09-2006,W005ES,LOMA022,11-20,Plants,315.96,24,7583.12
29-09-2006,R005IE,RHHY001,0,Seeds,0.20,40,8.00
29-09-2006,R005IE,PHRO012,6-10,Plants,107.90,1,107.90
02-10-2006,R001UK,PHRO012,6-10,Plants,107.90,1,107.90
02-10-2006,W013NO,ARCA006,3-5,Plants,27.73,3,83.19
02-10-2006,R001UK,TRFO004,0,Seeds,0.30,40,12.13
02-10-2006,W003IT,TRTA018,0,Seeds,0.48,2010,956.77
03-10-2006,W003IT,SERE013,0,Seeds,0.43,160,69.08
03-10-2006,R001UK,CHMI015,11-20,Plants,281.67,1,281.67
04-10-2006,W003IT,TRFO004,21-100,Plants,392.87,6,2357.24
04-10-2006,R002UK,SERE013,0,Seeds,0.43,20,8.63
05-10-2006,W011NL,TRFO004,3-5,Plants,24.55,26,638.42
06-10-2006,R001UK,SERE013,3-5,Plants,34.97,2,69.94
09-10-2006,R003SE,TRTA018,0,Seeds,0.48,40,19.04
09-10-2006,R002UK,LIAU017,0,Seeds,0.47,10,4.68
09-10-2006,W001UK,RHHY001,1-2,Plants,3.20,25,80.00
10-10-2006,W015GR,RHHY001,0,Seeds,0.20,360,72.00
11-10-2006,W003IT,TRTA018,0,Seeds,0.48,610,290.36
11-10-2006,W014FI,CHMI015,1-2,Plants,7.21,5,36.05
11-10-2006,R004UK,SYRO011,11-20,Plants,256.64,1,256.64
12-10-2006,W013NO,CHEL014,0,Seeds,0.44,40,17.66
12-10-2006,W005ES,NARI005,0,Seeds,0.32,1480,479.71
12-10-2006,W001UK,YUEL002,0,Seeds,0.25,40,9.85
13-10-2006,R001UK,LIAU017,0,Seeds,0.47,20,9.36
13-10-2006,R004UK,CHMI015,6-10,Plants,115.37,1,115.37
